Date,Adj_close,ret,log_close,log_ret
2005-01-03,1.8102933168411255,,0.5934888856518681,
2005-01-04,1.8102933168411255,0.0,0.5934888856518681,0.0
2005-01-05,1.7925453186035156,-0.017747998237609863,0.5836365755171028,-0.009852310134765285
2005-01-07,1.8102933168411255,0.017747998237609863,0.5934888856518681,0.009852310134765285
2005-01-10,1.816209316253662,0.005915999412536621,0.5967515357911375,0.0032626501392694074
2005-01-11,1.816209316253662,0.0,0.5967515357911375,0.0
2005-01-12,1.8221253156661987,0.005915999412536621,0.6000035756527182,0.0032520398615807355
2005-01-13,1.851705551147461,0.029580235481262207,0.6161071339225934,0.016103558269875196
2005-01-14,1.863537311553955,0.01183176040649414,0.6224764620356084,0.006369328113014938
2005-01-17,1.857621431350708,-0.00591588020324707,0.6192968690131055,-0.0031795930225028135
2005-01-18,1.851705551147461,-0.00591588020324707,0.6161071339225934,-0.0031897350905121247
2005-01-19,1.851705551147461,0.0,0.6161071339225934,0.0
2005-01-20,1.863537311553955,0.01183176040649414,0.6224764620356084,0.006369328113014938
2005-01-21,1.8694533109664917,0.005915999412536621,0.6256460410480157,0.003169579012407331
2005-01-24,1.8221253156661987,-0.04732799530029297,0.6000035756527182,-0.025642465395297465
2005-01-25,1.8280408382415771,0.005915522575378418,0.6032448131771512,0.0032412375244329494
2005-01-26,1.8043774366378784,-0.02366340160369873,0.5902156218396254,-0.01302919133752578
2005-01-27,1.798461675643921,-0.0059157609939575195,0.586931674860012,-0.003283946979613428
2005-01-28,1.7629653215408325,-0.03549635410308838,0.5669972330809419,-0.01993444177907011
2005-01-31,1.798461675643921,0.03549635410308838,0.586931674860012,0.01993444177907011
2005-02-01,1.816209316253662,0.01774764060974121,0.5967515357911375,0.009819860931125524
2005-02-02,1.8206467628479004,0.004437446594238281,0.5991918021639439,0.0024402663728063656
2005-02-03,1.8028982877731323,-0.017748475074768066,0.5893955298585014,-0.009796272305442444
2005-02-04,1.8028982877731323,0.0,0.5893955298585014,0.0
2005-02-07,1.798461675643921,-0.004436612129211426,0.586931674860012,-0.0024638549984894453
2005-02-08,1.8147304058074951,0.01626873016357422,0.5959369199389575,0.009005245078945512
2005-02-09,1.8043774366378784,-0.0103529691696167,0.5902156218396254,-0.005721298099332084
2005-02-10,1.807335615158081,0.0029581785202026367,0.5918537249443143,0.001638103104688926
2005-02-11,1.816209316253662,0.008873701095581055,0.5967515357911375,0.00489781084682317
2005-02-14,1.8102933168411255,-0.005915999412536621,0.5934888856518681,-0.0032626501392694074
2005-02-15,1.813251256942749,0.002957940101623535,0.5951215084599581,0.0016326228080900673
2005-02-16,1.8088140487670898,-0.00443720817565918,0.5926714088505596,-0.0024500996093985705
2005-02-17,1.7895874977111816,-0.019226551055908203,0.5819851450893518,-0.010686263761207737
2005-02-18,1.7659236192703247,-0.023663878440856934,0.5686738505501245,-0.013311294539227303
2005-02-21,1.7526127099990845,-0.013310909271240234,0.5611076516954148,-0.007566198854709771
2005-02-22,1.7274696826934814,-0.025143027305603027,0.5466577266900479,-0.014449925005366904
2005-02-23,1.7289483547210693,0.0014786720275878906,0.5475133362267353,0.0008556095366873961
2005-02-24,1.7378222942352295,0.008873939514160156,0.5526327743401191,0.0051194381133838895
2005-02-25,1.7511334419250488,0.013311147689819336,0.5602632593805684,0.007630485040449275
2005-02-28,1.7378222942352295,-0.013311147689819336,0.5526327743401191,-0.007630485040449275
2005-03-01,1.7393015623092651,0.0014792680740356445,0.5534836316718161,0.0008508573316969859
2005-03-02,1.7274696826934814,-0.011831879615783691,0.5466577266900479,-0.0068259049817682715
2005-03-03,1.7245116233825684,-0.002958059310913086,0.5449438935185027,-0.001713833171545165
2005-03-04,1.711200475692749,-0.013311147689819336,0.5371951567738352,-0.007748736744667473
2005-03-07,1.7185955047607422,0.007395029067993164,0.5415073902533589,0.004312233479523697
2005-03-08,1.7067636251449585,-0.011831879615783691,0.5345989603779625,-0.006908429875396416
2005-03-09,1.6964104175567627,-0.0103532075881958,0.5285144995784352,-0.0060844607995272915
2005-03-10,1.6890156269073486,-0.0073947906494140625,0.524145889948255,-0.004368609630180265
2005-03-11,1.6816205978393555,-0.007395029067993164,0.5197579700185263,-0.004387919929728645
2005-03-14,1.6771836280822754,-0.004436969757080078,0.5171159748086084,-0.0026419952099179245
2005-03-15,1.683099627494812,0.005915999412536621,0.5206371098290702,0.0035211350204618075
2005-03-16,1.6579564809799194,-0.025143146514892578,0.5055858084674868,-0.015051301361583391
2005-03-17,1.6594353914260864,0.0014789104461669922,0.5064774188656689,0.0008916103981820855
2005-03-18,1.6476035118103027,-0.011831879615783691,0.4993218150477178,-0.007155603817951106
2005-03-21,1.6757044792175293,0.028100967407226562,0.5162336614635954,0.01691184641587762
2005-03-22,1.6771836280822754,0.0014791488647460938,0.5171159748086084,0.0008823133450129861
2005-03-23,1.6934523582458496,0.01626873016357422,0.5267692607547003,0.009653285946091938
2005-03-24,1.7200745344161987,0.02662217617034912,0.5423676238493789,0.015598363094678547
2005-03-29,1.7348644733428955,0.014789938926696777,0.5509292970007819,0.008561673151402993
2005-03-30,1.730427622795105,-0.004436850547790527,0.5483685587719643,-0.0025607382288175273
2005-03-31,1.730427622795105,0.0,0.5483685587719643,0.0
2005-04-01,1.7259907722473145,-0.004436850547790527,0.5458012463244153,-0.0025673124475490416
2005-04-04,1.7185955047607422,-0.007395267486572266,0.5415073902533589,-0.004293856071056368
2005-04-05,1.7215538024902344,0.0029582977294921875,0.5432272565698949,0.0017198663165359784
2005-04-06,1.730427622795105,0.008873820304870605,0.5483685587719643,0.005141302202069431
2005-04-07,1.7659236192703247,0.03549599647521973,0.5686738505501245,0.020305291778160206
2005-04-08,1.7437384128570557,-0.022185206413269043,0.5560313216089336,-0.01264252894119089
2005-04-11,1.7466962337493896,0.0029578208923339844,0.5577261372406851,0.0016948156317514451
2005-04-12,1.7245116233825684,-0.02218461036682129,0.5449438935185027,-0.012782243722182396
2005-04-13,1.7156379222869873,-0.008873701095581055,0.5397849778036689,-0.005158915714833845
2005-04-14,1.7141584157943726,-0.001479506492614746,0.5389222405221832,-0.0008627372814856704
2005-04-15,1.6742256879806519,-0.0399327278137207,0.5153507825621698,-0.023571457960013364
2005-04-18,1.6368727684020996,-0.037352919578552246,0.49278757295067754,-0.022563209611492274
2005-04-19,1.6199501752853394,-0.016922593116760254,0.48239539277461324,-0.010392180176064303
2005-04-20,1.6230272054672241,0.0030770301818847656,0.48429305084866575,0.0018976580740525106
2005-04-21,1.6307191848754883,0.00769197940826416,0.48902113522578,0.00472808437711425
2005-04-22,1.6414881944656372,0.010769009590148926,0.49560326601506,0.006582130789279994
2005-04-25,1.6322574615478516,-0.009230732917785645,0.48996400240076265,-0.005639263614297341
